№;Игрок;Позиция;Команда;МИН;Г;ГП;КП;КП+;КП%;УД;УД+;УД%;xG;Ф;ФП;ОФ;ЖК;КК;ТТД;ТТД+;ТТД%;ТШ;ГМ;ГМ+;ГМ%;ПОТ;ПТС;ВОЗ;ВЗС;НОМ;ПАС;ПАС+;ПАС%;ПСВ;ПСВ+;ПСВ%;ПCН;ПCН+;ПCН%;ДПС;ДПС+;ДПС%;КСП;КСП+;КСП%;ПФТ;ПФТ+;ПФТ%;ПСШ;ПСШ+;ПСШ%;НАВ;НАВ+;НАВ%;ППУ;ППУ+;ППУ%;ППС;ППШ;ЕД;ЕД+;ЕД%;ЕДВ;ЕДВ+;ЕДВ%;ЕДО;ЕДО+;ЕДО%;ЕДА;ЕДА+;ЕДА%;ОБВ;ОБВ+;ОБВ%;ОТБ;ОТБ+;ОТБ%;ПХ;ШТУ;ПШУ;ПШУ+;ПШУ%;УГЛ;АУТ;АУТ+;АУТ%
70;Алексей Бердников;ПЗ;Нефтехимик;1203;0;0;0;0;0 %;0.5;0.1;29 %;0.03;1.1;0.7;0;0.2;0;68.6;53.9;79 %;0.7;0.1;0;0 %;9.8;3.7;18;5.9;0.4;40.4;31.7;79 %;23;15.6;68 %;5.7;5.7;100 %;2.1;1;50 %;38.3;30.7;80 %;9.4;7.1;76 %;4;2.2;54 %;1.6;0.3;19 %;0.4;0.4;100 %;21.1;0.1;12.8;8.2;64 %;3.1;2.1;68 %;8.6;5.5;63 %;4.2;2.7;64 %;2.5;1.8;73 %;3.5;2.1;60 %;5.1;0.4;0;0;0 %;0;9.5;8.2;86 %
34;Алексей Гаврилович;ЛЦЗ;Волгарь Астрахань;482;0;0;0.2;0.2;100 %;0.2;0;0 %;0.01;0.7;0.4;0;0.2;0;76.6;59.9;78 %;1.5;0;0;0 %;10.8;7.8;19.2;3.2;0.2;48.5;38.3;79 %;38.1;28.2;74 %;2.4;2.4;100 %;4.7;2.8;60 %;43.9;35.5;81 %;5;4.1;81 %;1.7;1.1;67 %;0.6;0.2;33 %;0.4;0.4;100 %;31;1.3;9.3;5.6;60 %;4.9;2.8;58 %;6.5;4.1;63 %;2.8;1.5;53 %;0.4;0;0 %;0.7;0.4;50 %;8.8;0.9;0;0;0 %;0;4.5;3.7;83 %
93;Алексей Герасимов;ЛЦЗ;КамАЗ;1040;0;0;0.1;0.1;100 %;0.5;0.1;17 %;0.07;1.4;1;0;0.2;0;77.2;65.1;84 %;1.7;0.1;0;0 %;6.5;5.1;19.8;2.7;0.3;49.8;43.8;88 %;32.6;27;83 %;2.1;2.1;100 %;3.6;2.1;57 %;46.2;41.7;90 %;3.2;2.9;89 %;0.7;0.3;38 %;0;0;0 %;0.3;0.3;100 %;36.7;1.1;16.7;11.7;70 %;9.9;7.4;75 %;13.6;10;73 %;3.1;1.7;56 %;0.3;0.2;67 %;1.5;0.9;59 %;4.9;2.2;0;0;0 %;0;0.3;0.3;100 %
27;Алексей Грицаенко;ЦЗ;Рубин Казань;1252;0.1;0;0;0;0 %;0.4;0.2;60 %;0.08;0.9;0.7;0;0.4;0;66.7;55;82 %;1.6;0.1;0.1;50 %;6.8;5.2;21.1;4.2;0.2;37.3;30.9;83 %;23.4;17.6;75 %;1.8;1.8;100 %;2;1.3;64 %;35.3;29.6;84 %;4;3.3;82 %;0.3;0.1;25 %;0.1;0;0 %;0.1;0.1;50 %;22.3;1.1;15.4;10.7;70 %;8.1;6;75 %;11.4;8.5;74 %;4;2.2;56 %;0.7;0.5;70 %;2.4;1.7;70 %;6.5;1.1;0;0;0 %;0;0.1;0.1;100 %
30;Алексей Евсеев;ПЦП;Уфа;656;0.4;0;0.4;0.4;100 %;2.9;1.2;43 %;0.52;0.3;1.2;0;0.1;0;69.1;54.6;79 %;1.8;1;0.4;43 %;9.9;1.9;12.8;6;0.4;47.6;38.6;81 %;25.8;20.3;79 %;5.5;5.5;100 %;3.7;2.2;59 %;43.9;36.4;83 %;17.7;14.4;81 %;8.5;4.4;52 %;0.5;0.3;50 %;1.2;1.2;100 %;33.6;0.4;7.8;4.3;54 %;1.4;0.7;50 %;3.7;2.3;63 %;4.1;1.9;47 %;1.2;0.8;67 %;2.2;1;44 %;3.2;3.4;0.3;0;0 %;4.1;1;0.7;71 %
1;Алексей Кузнецов;ВРТ;Велес Москва;288;0;0;0;0;0 %;0;0;0 %;0.00;0;0.3;0;0;0;54.7;48.1;88 %;0;0;0;0 %;5.3;5.3;13.4;0;0;40;34.7;87 %;33.8;29.4;87 %;0;0;0 %;14.4;10;70 %;25.6;24.7;96 %;0;0;0 %;0;0;0 %;0;0;0 %;0.3;0;0 %;17.5;0;1.6;0.6;40 %;0.6;0.6;100 %;1.6;0.6;40 %;0;0;0 %;0;0;0 %;0.6;0;0 %;7.5;1.9;0;0;0 %;0;0;0;0 %
71;Алексей Мамин;ВРТ;КамАЗ;1129;0;0;0;0;0 %;0;0;0 %;0.00;0;0.5;0;0;0;39.5;35.3;89 %;0;0;0;0 %;4.1;4.1;7.1;0;0;32.1;28.1;87 %;26.7;22.7;85 %;0;0;0 %;11.9;9.2;77 %;20.2;18.9;93 %;0;0;0 %;0;0;0 %;0;0;0 %;0.1;0;0 %;14.6;0;0.6;0.6;100 %;0.2;0.2;100 %;0.6;0.6;100 %;0;0;0 %;0;0;0 %;0.2;0.2;100 %;6.5;2.4;0;0;0 %;0;0;0;0 %
63;Алексей Никитенков;ЛЦЗ;Велес Москва;401;0;0;0;0;0 %;0;0;0 %;0.00;1.6;0.7;0;0.4;0;76.1;64.6;85 %;0.4;0;0;0 %;5.8;4.7;16.4;1.1;0;52.7;46.9;89 %;35;29.4;84 %;3.4;3.4;100 %;5.2;2.9;57 %;47.6;44;92 %;2;1.6;78 %;0.7;0.2;33 %;0;0;0 %;0;0;0 %;39.7;0.4;11;6.3;57 %;4.7;2.5;52 %;8.5;5.2;61 %;2.5;1.1;45 %;0.2;0.2;100 %;1.6;0.9;57 %;7;1.6;0;0;0 %;0;0.2;0.2;100 %
7;Алексей Павлишин;ЛОП;Волгарь Астрахань;1018;0;0;0;0;0 %;0.3;0;0 %;0.01;1.4;0.5;0;0.2;0;73.9;58.4;79 %;0.5;0;0;0 %;7.9;4.7;18.8;5.9;1.4;42;36.3;87 %;22.4;17.1;76 %;5.7;5.6;97 %;1.1;0.4;42 %;40.9;35.9;88 %;9.9;8.5;86 %;0.4;0.2;40 %;0.1;0;0 %;0.3;0.3;100 %;31;0.2;15.4;7.9;51 %;3.6;2.2;61 %;9.7;5;52 %;5.7;2.8;50 %;2.1;1.3;63 %;3.6;1.8;49 %;7.2;0.7;0;0;0 %;0;0.1;0.1;100 %
90;Алексей Померко;ЦОП;Арсенал Тула;666;0;0.1;0;0;0 %;0.9;0.1;14 %;0.08;1.4;0.9;0;0.4;0;93.2;80;86 %;1.4;0.3;0;0 %;7.6;5.4;22.6;8.5;0.5;61.8;54.9;89 %;29.3;23.1;79 %;8.4;8.2;98 %;2.7;1.5;55 %;59.1;53.4;90 %;14.1;13.1;93 %;0.7;0.3;40 %;0.1;0.1;100 %;0.4;0.3;67 %;45.5;0.4;13.4;8.5;64 %;3.9;3;76 %;8.4;4.9;58 %;5;3.6;73 %;0.4;0.3;67 %;2.4;1.4;56 %;7.8;0.3;0;0;0 %;0;0.1;0.1;100 %
2;Алексей Рыбин;ПЗ;Кубань Краснодар;622;0.1;0;0;0;0 %;0.4;0.1;33 %;0.04;0.6;1;0;0.1;0;61.8;50.8;82 %;0.3;0.1;0.1;100 %;6.2;2.9;13;2.9;0.1;39.9;34.6;87 %;21.3;17.4;82 %;6.1;5.9;98 %;2.9;2.2;75 %;37;32.4;88 %;10.3;8.7;85 %;2.6;1.4;56 %;0;0;0 %;0.1;0.1;100 %;21.8;0.1;11.9;7.5;63 %;0.9;0.6;67 %;9.7;6.2;64 %;2.2;1.3;60 %;1.3;0.6;44 %;4.6;2.7;59 %;3;1.7;0;0;0 %;1.6;9.4;9;95 %
66;Алексей Самылин;ЛВ;Велес Москва;171;0;0;0.5;0.5;100 %;2.1;0;0 %;0.43;2.6;0.5;1.6;0;0;52.6;31.1;59 %;4.2;0.5;0;0 %;11.1;2.6;8.9;5.8;2.1;24.2;17.9;74 %;8.9;4.2;47 %;4.7;4.7;100 %;2.1;1.1;50 %;22.1;16.8;76 %;12.1;8.9;74 %;2.1;2.1;100 %;1.1;0;0 %;0.5;0.5;100 %;28.4;2.1;17.9;6.8;38 %;6.3;2.1;33 %;5.8;1.6;27 %;12.1;5.3;43 %;4.2;1.6;38 %;2.1;1.1;50 %;2.6;0;0;0;0 %;0;1.6;1.6;100 %
1;Алексей Смирнов;ВРТ;КамАЗ;231;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;33.9;31.2;92 %;0;0;0;0 %;2.3;2.3;8.2;0;0;25.3;23;91 %;22.2;19.9;89 %;0;0;0 %;7.4;5.5;74 %;17.9;17.5;98 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;11.7;0;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;2.7;0.4;0;0;0 %;0;0;0;0 %
99;Алексей Щеткин;ЦФД;Кубань Краснодар;621;0.1;0.1;0.1;0.1;100 %;2.9;0.7;25 %;0.51;1.3;0.7;0.4;0.3;0;52.9;27.2;52 %;8.4;1.4;0.1;10 %;8.6;2.2;14.8;10.9;0.7;17.2;10.1;59 %;8.7;4.1;47 %;2.6;1.7;67 %;0.3;0.1;50 %;17;10;59 %;8.6;5.2;61 %;0.3;0.3;100 %;0.3;0;0 %;0.1;0.1;100 %;31.6;4.5;26.4;10.4;40 %;16.1;7;43 %;4.6;1.9;41 %;21.7;8.6;39 %;1.2;0.4;38 %;1.7;0.6;33 %;2.6;0;0;0;0 %;0;0.1;0.1;100 %
20;Алимхан Зайнивов;ПФД;Динамо Махачкала;289;0.3;0;0.3;0.3;100 %;0.9;0.6;67 %;0.18;1.9;1.2;0.6;0;0;58.9;34.6;59 %;6.9;0.9;0.3;33 %;13.1;2.8;11.8;7.5;0.9;27.4;18.1;66 %;14.3;6.9;48 %;5.3;5;94 %;0.9;0.3;33 %;26.5;17.8;67 %;10.9;7.5;69 %;3.1;1.6;50 %;0.9;0;0 %;0.6;0.6;100 %;34.9;2.2;23.7;10;42 %;11.2;5.6;50 %;6.2;2.5;40 %;17.4;7.5;43 %;5.6;2.8;50 %;1.2;0.6;50 %;1.9;0.9;0;0;0 %;0.3;0;0;0 %
19;Аллон Бутаев;ПЗ;Алания;903;0;0;0.1;0.1;100 %;0.1;0.1;100 %;0.01;1.5;0.5;0;0.5;0;65.2;49.8;76 %;0.4;0;0;0 %;9.9;4.1;15.6;5;0.4;38.1;29.3;77 %;21.7;14;64 %;7.6;7.6;100 %;1.8;0.5;28 %;36.3;28.8;79 %;8.5;6.1;72 %;3.1;1.1;35 %;1.6;0.1;6 %;0.3;0.3;100 %;22.1;0.1;13.1;7.8;60 %;2.6;1.6;62 %;7.9;5.1;65 %;5.2;2.7;52 %;1.7;1;59 %;4.3;3;70 %;5.5;0.3;0;0;0 %;0;8.8;7.8;89 %
11;Альбек Гонгапшев;ПВ;СКА Хабаровск;373;0;0.2;0.2;0.2;100 %;1.2;0;0 %;0.05;1;0.2;0.5;0.2;0;63.2;38.4;61 %;6.5;0.7;0;0 %;13;2.7;13.8;8.4;1.9;29;20.5;71 %;10.6;6.3;59 %;7;6.5;93 %;0.2;0;0 %;28.7;20.5;71 %;8.7;5.5;64 %;3.1;1.4;46 %;1.7;0;0 %;1;1;100 %;34.7;1.7;21;7.7;37 %;5.1;1.7;33 %;6.3;3.4;54 %;14.7;4.3;30 %;4.6;1.9;42 %;1.4;0.5;33 %;3.9;0;0;0;0 %;0;0.5;0.5;100 %
96;Амир Мохаммад;ЛЗ;КамАЗ;1079;0.1;0;0.2;0.2;100 %;0.8;0.3;44 %;0.07;0.4;1.4;0;0.2;0;66.3;53.2;80 %;1;0.2;0.1;50 %;8.4;4.3;13.8;2.8;0.5;43.2;35.9;83 %;25.4;19.4;76 %;7.7;7.5;98 %;2.8;1.7;59 %;40.4;34.3;85 %;7.7;5.9;77 %;3.5;2.4;69 %;2;0.7;33 %;0.3;0.3;100 %;28.7;0.5;10.3;6;58 %;3.1;2.4;78 %;6.9;4.2;60 %;3.4;1.8;54 %;1.6;0.9;58 %;2.3;1.3;56 %;4.6;1.8;0;0;0 %;0;8;7;88 %
91;Амур Калмыков;ЛФД;Родина Москва;870;0.1;0.1;0.4;0.4;100 %;1.9;0.6;33 %;0.34;2;0.6;0.6;0.3;0;48;26.6;55 %;7.8;1.4;0.1;7 %;7.8;0.9;9.7;7.6;1.1;20.6;14.1;68 %;7.2;4.1;57 %;4.8;3.9;83 %;0.6;0.3;50 %;20;13.8;69 %;9.1;5.8;64 %;1.9;0.9;50 %;1;0.1;10 %;0.8;0.8;100 %;32.1;4.4;20.7;7.9;38 %;9;3.5;39 %;4.1;1.8;43 %;16.6;6.1;37 %;1;0.9;90 %;1.3;0.6;46 %;1.4;0;0;0;0 %;0;0.2;0.2;100 %
33;Андраде Аллеф;ЛФД;Волга Ульяновск;117;0;0;0;0;0 %;3.1;2.3;75 %;0.52;0.8;2.3;0.8;0.8;0;37.7;15.4;41 %;8.5;0.8;0;0 %;3.8;0.8;3.1;0.8;1.5;10.8;8.5;79 %;3.1;1.5;50 %;3.1;3.1;100 %;0.8;0;0 %;10;8.5;85 %;6.2;4.6;75 %;0.8;0;0 %;0;0;0 %;0;0;0 %;30;6.9;20.8;2.3;11 %;7.7;0;0 %;3.8;0.8;20 %;16.9;1.5;9 %;1.5;1.5;100 %;0.8;0.8;100 %;0;0;0;0;0 %;0;0;0;0 %
10;Андреа Чуканов;ЦАП;Шинник;515;0;0;0.5;0.5;100 %;0.7;0.3;50 %;0.06;1.9;0.5;0.2;0;0;61.2;37.9;62 %;1.6;0.2;0;0 %;11.2;3.1;12.4;7.5;1;32;23.2;73 %;17.7;11.7;66 %;5.9;5.2;88 %;1.9;0.9;45 %;30.1;22.4;74 %;13.3;10;75 %;4.4;2.3;52 %;0.5;0.2;33 %;0.7;0.7;100 %;37;0.5;20.3;6.8;34 %;6.6;2.4;37 %;6.1;2.8;46 %;14.2;4;28 %;2.1;0.7;33 %;2.1;1;50 %;2.6;0.3;0;0;0 %;0.5;0.7;0.7;100 %
44;Андрей Анисимов;ПЦЗ;СКА Хабаровск;577;0;0;0;0;0 %;0.2;0;0 %;0.05;0;0.3;0;0.2;0;92.8;76.7;83 %;1.4;0;0;0 %;9.7;5.8;19.2;4.1;0.5;63.8;54.6;86 %;37.6;29.6;79 %;4.7;4.7;100 %;3.1;1.7;55 %;60.7;52.9;87 %;10.6;8.7;82 %;0.6;0.2;25 %;0;0;0 %;0.3;0.2;50 %;46.8;0.2;14.4;9.4;65 %;7.2;4.1;57 %;12.3;8.3;67 %;2;1.1;54 %;0.6;0.6;100 %;1.9;1.2;67 %;5.8;1.4;0;0;0 %;0.3;0.5;0.5;100 %
72;Андрей Батютин;ПВ;Шинник;56;0;0;0;0;0 %;0;0;0 %;0.00;3.2;1.6;3.2;0;1.6;53;24.1;45 %;1.6;0;0;0 %;12.9;3.2;8;0;1.6;24.1;14.5;60 %;12.9;3.2;25 %;4.8;4.8;100 %;0;0;0 %;24.1;14.5;60 %;11.2;6.4;57 %;3.2;0;0 %;3.2;0;0 %;0;0;0 %;32.1;1.6;19.3;3.2;17 %;3.2;0;0 %;8;3.2;40 %;11.2;0;0 %;1.6;0;0 %;0;0;0 %;3.2;0;0;0;0 %;0;0;0;0 %
27;Андрей Голубев;ВРТ;Нефтехимик;958;0;0;0;0;0 %;0;0;0 %;0.00;0.1;0.3;0;0.1;0;31.7;26.1;82 %;0;0;0;0 %;5.3;5.3;7.6;0;0;23.8;18.5;78 %;23.4;18.1;78 %;0;0;0 %;21.6;16.8;78 %;2.2;1.7;78 %;0;0;0 %;0;0;0 %;0;0;0 %;0.1;0;0 %;5.5;0;0.8;0.8;89 %;0.6;0.6;100 %;0.8;0.8;89 %;0;0;0 %;0;0;0 %;0.1;0;0 %;4.6;3.4;0;0;0 %;0;0;0;0 %
1;Андрей Климович;ВРТ;Волга Ульяновск;1337;0;0;0;0;0 %;0;0;0 %;0.00;0;0.3;0;0;0;36.4;30.6;84 %;0;0;0;0 %;5.7;5.7;8.5;0;0;27.6;21.9;80 %;25.5;19.9;78 %;0;0;0 %;16.9;11.8;70 %;10.7;10.1;94 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;8.4;0.1;0.2;0.2;100 %;0.1;0.1;100 %;0.2;0.2;100 %;0;0;0 %;0;0;0 %;0.1;0.1;100 %;6.7;1.8;0;0;0 %;0;0;0;0 %
78;Андрей Мазурин;ЛВ;Алания;347;0;0.3;0.3;0.3;100 %;1.6;0.5;33 %;0.09;1.3;2.6;0.3;0.3;0;47.2;32.7;69 %;3.4;0.8;0;0 %;6.7;1.8;9.9;8.3;1.6;21.5;17.1;80 %;7.8;5.2;67 %;7.5;6.7;90 %;1.3;0.5;40 %;20.2;16.6;82 %;8.3;7.3;88 %;1.6;0.8;50 %;0.8;0;0 %;1;1;100 %;25.2;1;15;7;47 %;2.9;0.8;27 %;2.9;1;36 %;12.2;6;49 %;3.4;2.6;77 %;2.6;1.3;50 %;2.6;0;0;0;0 %;0;0.5;0.5;100 %
7;Андрей Никитин;ЛФЗ;Уфа;1186;0;0;0.4;0.4;100 %;2.5;0.5;18 %;0.23;1;1.1;0.3;0;0;55.9;35.6;64 %;4.9;0.8;0;0 %;10.8;2.8;12.9;7.6;0.9;22.4;15.6;70 %;9.9;6.4;65 %;3.6;3.6;98 %;1.1;0.6;57 %;21.3;15;70 %;8.3;5.9;71 %;2.9;1.4;50 %;2.6;0.4;15 %;0.9;0.9;100 %;26.6;2;20.9;9.6;46 %;5;2;41 %;4.5;2.2;49 %;16.4;7.4;45 %;6.4;3.3;51 %;2;1.1;56 %;2.6;0;0;0;0 %;0;1.9;1.7;88 %
75;Андрей Окладников;ПФД;Енисей;841;0.5;0;0.4;0.4;100 %;1.7;0.7;44 %;0.53;0.5;1.9;0.2;0;0;34.5;16.9;49 %;6.7;1.9;0.5;28 %;5.7;1.7;7.5;3.9;1.3;10.8;7.2;66 %;4.7;2.6;55 %;1.9;1.9;100 %;0.4;0.2;50 %;10.4;7;67 %;4.2;2.8;67 %;0.7;0.3;43 %;0.7;0.1;14 %;0.2;0.2;100 %;21.9;3.9;16.1;4.3;27 %;8.5;1.1;13 %;4.2;1.8;44 %;11.9;2.5;21 %;1.6;0.9;53 %;0.5;0.3;60 %;1.5;0;0;0;0 %;0;0;0;0 %
8;Андрей Савинов;ЛЗ;Шинник;1132;0;0;0.1;0.1;100 %;0.2;0.1;50 %;0.01;0.6;0.6;0;0.2;0;74.7;56.4;76 %;0.2;0;0;0 %;11.9;6.3;21.2;6.4;0.4;43.1;32.3;75 %;26.9;17.1;64 %;6.1;5.9;96 %;2.9;1.4;49 %;40.2;30.8;77 %;8.2;6;74 %;2.9;1.2;42 %;1.2;0.2;20 %;0.4;0.4;100 %;22.3;0.2;15.1;9;59 %;4;2.1;52 %;8.7;5.4;62 %;6.4;3.6;56 %;1.7;1.1;67 %;2.9;1.5;51 %;6.6;0.2;0;0;0 %;0;9.3;8.7;93 %
13;Андрей Семенов;ПЗ;Шинник;992;0;0.1;0.2;0.2;100 %;0.1;0;0 %;0.00;1.3;0.7;0;0.1;0;78.9;59.3;75 %;0.3;0;0;0 %;12.3;6.3;21.7;6.5;0.5;45.8;34.4;75 %;32.2;21.6;67 %;5;4.9;98 %;1.5;0.9;59 %;44.3;33.5;76 %;10.9;8.1;74 %;2.5;1.3;50 %;1;0.1;9 %;0.6;0.5;86 %;23;0.1;15.8;9.3;59 %;4.5;2.9;64 %;10.5;6.6;63 %;5.3;2.7;52 %;0.5;0.3;50 %;4.7;2.7;58 %;6.3;0.5;0;0;0 %;0;10.9;9.6;88 %
97;Андрей Хитяев;ПЗ;Шинник;432;0;0.2;0.4;0.4;100 %;0.2;0;0 %;0.00;0.6;0.8;0;0.2;0;64.6;45.4;70 %;0;0;0;0 %;11.5;5;13.3;3.5;0;38.1;27.9;73 %;22.3;13.8;62 %;5.2;5;96 %;2.9;0.8;29 %;35.2;27.1;77 %;17.5;12.9;74 %;2.9;1;36 %;1.5;0;0 %;0.4;0.2;50 %;22.1;0;16.7;8.5;51 %;2.1;0.8;40 %;11.2;6;54 %;5.4;2.5;46 %;2.7;1.5;54 %;5.6;3.1;56 %;5;0;0;0;0 %;0;7.7;7.3;95 %
24;Андрей Шерешков;ЛОП;Кубань Краснодар;174;0;0;0;0;0 %;0;0;0 %;0.00;1.6;1.6;0;0;0;83.3;61.6;74 %;0.5;0;0;0 %;11.4;4.7;24.3;8.3;1;38.3;29.5;77 %;21.2;12.9;61 %;6.2;6.2;100 %;2.1;0;0 %;36.2;29.5;81 %;14.5;11.4;79 %;0.5;0;0 %;0;0;0 %;0.5;0.5;100 %;29.5;0.5;29;18.1;63 %;5.7;3.1;55 %;17.1;11.9;70 %;11.9;6.2;52 %;5.2;3.6;70 %;5.7;3.6;64 %;6.2;0;0;0;0 %;0;0;0;0 %
6;Андрюс Рукас;ПЦЗ;Енисей;895;0;0;0;0;0 %;0.6;0.3;50 %;0.11;1.1;0.9;0;0.6;0;90.2;78.3;87 %;1.8;0.3;0;0 %;6.5;4.4;21;3.2;0.3;60;54.2;90 %;34.8;29.4;84 %;3.4;3.2;94 %;1.8;1.2;67 %;58.2;53;91 %;5.7;4.5;79 %;0.6;0.2;33 %;0;0;0 %;0;0;0 %;44.4;1.2;15.1;10.5;69 %;6.1;4.1;67 %;12.7;9.2;72 %;2.4;1.3;54 %;0.8;0.4;50 %;2.5;1.8;72 %;5.5;1.2;0;0;0 %;0;0.6;0.6;100 %
73;Ансор Хабибов;ПВ;Арсенал Тула;396;0;0;0.2;0.2;100 %;1.4;0.5;33 %;0.15;1.4;0;0.5;0.2;0;51.4;30.2;59 %;3.4;0.5;0;0 %;11.8;3.4;7.7;4.1;2;24.8;18;72 %;10.2;6.1;60 %;6.6;5.7;86 %;1.1;0.5;40 %;23.6;17.5;74 %;10;6.8;68 %;0.7;0.5;67 %;0.5;0;0 %;0.9;0.9;100 %;30.2;1.8;14.8;2.7;18 %;3;0.2;8 %;4.3;1.1;26 %;10.5;1.6;15 %;3.9;0.9;24 %;2.7;1.4;50 %;2.5;0;0;0;0 %;0;0.7;0.7;100 %
18;Антон Килин;ПВ;Акрон;891;0;0;0.2;0.2;100 %;0.6;0.4;67 %;0.07;1.9;1.6;1.2;0.2;0;41.1;29.2;71 %;4.7;0.4;0;0 %;6;1.5;8.6;4.3;0.6;22.3;18.3;82 %;6.7;4.4;67 %;6.1;6;98 %;0.3;0.1;33 %;22;18.2;83 %;8.3;6.8;82 %;3.1;1.6;52 %;1.4;0.1;7 %;0.6;0.6;100 %;22.2;2.1;11.9;5.1;42 %;3.3;0.8;24 %;5.5;2.9;54 %;6.5;2.1;33 %;1.8;0.5;28 %;2.2;1.3;59 %;1.6;0;0;0;0 %;0;1;1;100 %
1;Антон Коченков;ВРТ;Арсенал Тула;475;0;0;0;0;0 %;0;0;0 %;0.00;0;0.2;0;0.2;0;40.2;34.9;87 %;0;0;0;0 %;5.1;5.1;8;0;0;31.8;26.7;84 %;24.8;19.7;79 %;0.2;0.2;100 %;15;10.8;72 %;16.9;15.9;94 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;14.4;0;0.4;0.2;50 %;0;0;0 %;0.4;0.2;50 %;0;0;0 %;0;0;0 %;0.2;0;0 %;4;1.9;0;0;0 %;0;0;0;0 %
20;Антон Полюткин;ПЦЗ;КамАЗ;406;0;0;0;0;0 %;1.1;0;0 %;0.27;1.6;1.1;0;0.4;0;68.9;55.2;80 %;1.6;0.2;0;0 %;4.9;4.4;17.7;2.2;0.4;40.6;36.1;89 %;23.7;19.3;81 %;2.4;2.4;100 %;1.3;0.7;50 %;39.2;35.5;90 %;2.4;2;82 %;0;0;0 %;0;0;0 %;0.2;0.2;100 %;30.4;1.3;17.5;10.6;61 %;9.5;6.2;65 %;14.9;9.1;61 %;2.7;1.6;58 %;0;0;0 %;2.9;1.3;46 %;4.4;0.7;0;0;0 %;0;0.2;0.2;100 %
11;Антон Терехов;ПВ;Шинник;156;0;0;0;0;0 %;2.3;0;0 %;0.15;1.7;0.6;0;0;0;52.5;31.2;59 %;1.7;0;0;0 %;11.5;2.3;8.7;3.5;0.6;27.1;17.3;64 %;13.8;6.3;46 %;5.2;4.6;89 %;0.6;0;0 %;26.5;17.3;65 %;5.2;3.5;67 %;2.3;0.6;25 %;2.3;0.6;25 %;0.6;0.6;100 %;32.3;1.7;15;5.8;38 %;2.3;0.6;25 %;5.8;2.3;40 %;9.2;3.5;38 %;2.9;1.7;60 %;2.9;1.2;40 %;2.3;0;0;0;0 %;0;0;0;0 %
9;Арагон Дилан Андрес Ортис;ЛФД;Уфа;457;0;0.2;0.2;0.2;100 %;3.2;0.6;19 %;0.57;3;2.4;0;0.2;0;54.7;30.5;56 %;7.7;1.6;0;0 %;9.3;1.4;15.8;12.4;1;19.7;12.6;64 %;9.8;4.9;50 %;3.3;3.2;94 %;0.4;0;0 %;19.3;12.6;65 %;9.6;5.1;53 %;2;0.6;30 %;0.8;0;0 %;1;1;100 %;35.8;4.7;28.2;13.8;49 %;15.6;7.9;51 %;4.7;2.6;54 %;23.4;11.2;48 %;2.2;1;45 %;1.4;0.8;57 %;1.8;0.4;0;0;0 %;0;0.2;0.2;100 %
77;Аркадий Лобкарев;ЛЗ;Кубань Краснодар;162;0;0;0;0;0 %;0;0;0 %;0.00;1.7;0;0;0.6;0;66.7;56.1;84 %;0.6;0;0;0 %;5.6;2.2;13.3;3.3;1.1;46.1;41.7;90 %;18.9;16.1;85 %;8.3;7.8;93 %;0;0;0 %;46.1;41.7;90 %;21.7;20.6;95 %;0.6;0;0 %;1.1;0;0 %;0;0;0 %;31.7;0.6;11.1;7.2;65 %;5;4.4;89 %;9.4;6.7;71 %;1.7;0.6;33 %;0;0;0 %;2.2;1.1;50 %;3.9;0;0;0;0 %;0;7.8;7.2;93 %
4;Артём Абрамов;ПЗ;КамАЗ;649;0;0;0;0;0 %;0.7;0.1;20 %;0.05;1.7;0.3;0;0.4;0.1;82.7;63.4;77 %;1;0;0;0 %;11.9;5.5;18.9;4.7;1;50.6;40.2;79 %;28.4;20.5;72 %;8.5;8.3;98 %;2.1;1;47 %;48.5;39.2;81 %;12.9;10.8;84 %;4;1.9;48 %;2.2;0.6;25 %;0.4;0.4;100 %;30.6;0.1;14.8;8.3;56 %;4.2;2.4;57 %;10.5;6.2;59 %;4.3;2.1;48 %;1.7;1.1;67 %;3.9;2.2;57 %;5.3;0.4;0;0;0 %;0;10;9.7;97 %
9;Артём Архипов;ЦФД;Кубань Краснодар;724;0.1;0;0.1;0.1;100 %;1.6;0.7;46 %;0.19;2.5;1.7;1.2;0.4;0;40.9;18.9;46 %;3.6;0.9;0.1;14 %;6.5;2;9.2;5.2;1.4;12.3;7.6;62 %;5.5;2.4;43 %;2.7;2;73 %;0.2;0.1;50 %;12.1;7.5;62 %;5;2.9;58 %;0.6;0;0 %;0.1;0.1;100 %;0.2;0.2;100 %;24.9;1.7;22.3;7.3;33 %;8.7;2.2;26 %;6.7;2.9;43 %;15.5;4.5;29 %;1;0.6;63 %;1.7;0.5;29 %;1.4;0;0;0;0 %;0;0;0;0 %
